id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
137;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;0
138;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
139;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;758
140;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;254
141;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;18
142;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;86
143;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
144;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;122
145;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;51
146;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
147;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;0
148;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;0
149;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
150;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;690
151;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;220
152;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;28
153;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;77
154;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
155;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;391
156;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;327
157;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;0
158;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;18
159;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;138
160;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
161;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;2.346
162;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;583
163;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;276
164;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;49
165;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
166;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;346
167;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;329
168;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
169;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;17
170;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;91
171;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
172;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;2.191
173;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;572
174;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;227
175;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;28
176;15;JAMBI;1504;150407;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
177;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;521
178;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;151
179;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;3
180;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;22
181;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;135
182;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
183;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;3.111
184;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;1.271
185;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;566
186;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;509
187;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;60
188;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;567
189;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;148
