no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
156;15;JAMBI;1508;150810;AKTA LAHIR;BELUM MEMILIKI;1;411;JIWA;2022
157;15;JAMBI;1508;150812;AKTA LAHIR;BELUM MEMILIKI;1;485;JIWA;2022
158;15;JAMBI;1508;150804;AKTA LAHIR;BELUM MEMILIKI;1;257;JIWA;2022
159;15;JAMBI;1508;150816;AKTA LAHIR;BELUM MEMILIKI;1;99;JIWA;2022
160;15;JAMBI;1508;150807;AKTA LAHIR;BELUM MEMILIKI;1;173;JIWA;2022
161;15;JAMBI;1508;150808;AKTA LAHIR;BELUM MEMILIKI;1;170;JIWA;2022
162;15;JAMBI;1508;150803;AKTA LAHIR;BELUM MEMILIKI;1;580;JIWA;2022
163;15;JAMBI;1508;150806;AKTA LAHIR;BELUM MEMILIKI;1;936;JIWA;2022
164;15;JAMBI;1508;150809;AKTA LAHIR;BELUM MEMILIKI;1;490;JIWA;2022
165;15;JAMBI;1508;150802;AKTA LAHIR;BELUM MEMILIKI;1;188;JIWA;2022
166;15;JAMBI;1508;150813;AKTA LAHIR;BELUM MEMILIKI;1;490;JIWA;2022
167;15;JAMBI;1508;150805;AKTA LAHIR;BELUM MEMILIKI;1;580;JIWA;2022
168;15;JAMBI;1508;150817;AKTA LAHIR;BELUM MEMILIKI;1;539;JIWA;2022
169;15;JAMBI;1508;150801;AKTA LAHIR;BELUM MEMILIKI;1;170;JIWA;2022
170;15;JAMBI;1501;150105;AKTA LAHIR;BELUM MEMILIKI;1;180;JIWA;2022
171;15;JAMBI;1501;150121;AKTA LAHIR;BELUM MEMILIKI;1;173;JIWA;2022
172;15;JAMBI;1501;150111;AKTA LAHIR;BELUM MEMILIKI;1;431;JIWA;2022
173;15;JAMBI;1501;150107;AKTA LAHIR;BELUM MEMILIKI;1;437;JIWA;2022
174;15;JAMBI;1501;150120;AKTA LAHIR;BELUM MEMILIKI;1;379;JIWA;2022
175;15;JAMBI;1501;150102;AKTA LAHIR;BELUM MEMILIKI;1;436;JIWA;2022
176;15;JAMBI;1501;150123;AKTA LAHIR;BELUM MEMILIKI;1;218;JIWA;2022
177;15;JAMBI;1501;150117;AKTA LAHIR;BELUM MEMILIKI;1;323;JIWA;2022
178;15;JAMBI;1501;150106;AKTA LAHIR;BELUM MEMILIKI;1;365;JIWA;2022
179;15;JAMBI;1501;150101;AKTA LAHIR;BELUM MEMILIKI;1;157;JIWA;2022
180;15;JAMBI;1501;150115;AKTA LAHIR;BELUM MEMILIKI;1;266;JIWA;2022
181;15;JAMBI;1501;150109;AKTA LAHIR;BELUM MEMILIKI;1;518;JIWA;2022
182;15;JAMBI;1501;150119;AKTA LAHIR;BELUM MEMILIKI;1;402;JIWA;2022
183;15;JAMBI;1501;150108;AKTA LAHIR;BELUM MEMILIKI;1;234;JIWA;2022
184;15;JAMBI;1501;150104;AKTA LAHIR;BELUM MEMILIKI;1;184;JIWA;2022
185;15;JAMBI;1501;150116;AKTA LAHIR;BELUM MEMILIKI;1;445;JIWA;2022
186;15;JAMBI;1501;150118;AKTA LAHIR;BELUM MEMILIKI;1;202;JIWA;2022
187;15;JAMBI;1501;150122;AKTA LAHIR;BELUM MEMILIKI;1;253;JIWA;2022
188;15;JAMBI;1571;157109;AKTA LAHIR;BELUM MEMILIKI;1;2117;JIWA;2022
189;15;JAMBI;1571;157110;AKTA LAHIR;BELUM MEMILIKI;1;752;JIWA;2022
190;15;JAMBI;1571;157106;AKTA LAHIR;BELUM MEMILIKI;1;272;JIWA;2022
191;15;JAMBI;1571;157102;AKTA LAHIR;BELUM MEMILIKI;1;934;JIWA;2022
192;15;JAMBI;1571;157103;AKTA LAHIR;BELUM MEMILIKI;1;943;JIWA;2022
193;15;JAMBI;1571;157108;AKTA LAHIR;BELUM MEMILIKI;1;749;JIWA;2022
194;15;JAMBI;1571;157107;AKTA LAHIR;BELUM MEMILIKI;1;1287;JIWA;2022
195;15;JAMBI;1571;157111;AKTA LAHIR;BELUM MEMILIKI;1;2077;JIWA;2022
196;15;JAMBI;1571;157104;AKTA LAHIR;BELUM MEMILIKI;1;175;JIWA;2022
197;15;JAMBI;1571;157105;AKTA LAHIR;BELUM MEMILIKI;1;230;JIWA;2022
198;15;JAMBI;1571;157101;AKTA LAHIR;BELUM MEMILIKI;1;734;JIWA;2022
199;15;JAMBI;1572;157203;AKTA LAHIR;BELUM MEMILIKI;1;230;JIWA;2022
200;15;JAMBI;1572;157207;AKTA LAHIR;BELUM MEMILIKI;1;371;JIWA;2022
201;15;JAMBI;1572;157205;AKTA LAHIR;BELUM MEMILIKI;1;264;JIWA;2022
202;15;JAMBI;1572;157202;AKTA LAHIR;BELUM MEMILIKI;1;242;JIWA;2022
203;15;JAMBI;1572;157206;AKTA LAHIR;BELUM MEMILIKI;1;363;JIWA;2022
